Date,Stock_SPY,Bond_TLT,Futures_Gold
2002-07-30,303.70001220703125,59.34181213378906,37.18465805053711
2002-07-31,303.20001220703125,59.4853515625,37.64537048339844
2002-08-01,304.0,57.93235778808594,37.859764099121094
2002-08-02,307.0,56.633785247802734,38.24748992919922
2002-08-05,307.79998779296875,54.66313934326172,38.416259765625
2002-08-06,305.5,56.50326156616211,38.08783721923828
2002-08-07,314.29998779296875,57.48861312866211,38.179046630859375
2002-08-08,310.3999938964844,59.34833908081055,38.179046630859375
2002-08-09,314.20001220703125,59.570186614990234,38.717323303222656
2002-08-12,314.1000061035156,59.13298416137695,38.954490661621094
2002-08-13,314.20001220703125,58.05631637573242,39.433441162109375
2002-08-14,311.79998779296875,60.17707443237305,39.58394241333008
2002-08-15,314.29998779296875,61.01228713989258,39.2372932434082
2002-08-16,313.70001220703125,60.8295783996582,38.79942321777344
2002-08-19,306.0,62.25214385986328,38.91801071166992
2002-08-20,308.70001220703125,61.59307098388672,39.3513298034668
2002-08-21,307.6000061035156,62.480533599853516,39.14148712158203
2002-08-22,306.6000061035156,63.087364196777344,38.79942321777344
2002-08-23,306.70001220703125,61.730106353759766,39.18259048461914
2002-08-26,309.3999938964844,62.16078567504883,39.219058990478516
2002-08-27,312.29998779296875,61.442996978759766,38.97273254394531
2002-08-28,309.3999938964844,60.098751068115234,39.16889572143555
2002-08-29,312.8999938964844,60.124855041503906,39.483619689941406
2002-08-30,312.3999938964844,59.88993835449219,39.72081756591797
2002-09-03,313.3999938964844,57.606075286865234,40.331459045410156
2002-09-04,314.8999938964844,58.42824172973633,40.32231140136719
2002-09-05,318.20001220703125,57.93235778808594,40.542198181152344
2002-09-06,319.8999938964844,58.7284049987793,40.06576156616211
2002-09-09,321.29998779296875,59.15906524658203,40.00623321533203
2002-09-10,317.8999938964844,59.837738037109375,40.1985969543457
2002-09-11,316.6000061035156,59.46577453613281,39.98790740966797
2002-09-12,318.8999938964844,58.369503021240234,40.29940414428711
2002-09-13,316.6000061035156,58.51308822631836,40.67043685913086
2002-09-16,317.1000061035156,58.656612396240234,40.739166259765625
2002-09-17,317.0,57.312435150146484,40.81708908081055
2002-09-18,320.6000061035156,56.73819351196289,40.82622146606445
2002-09-19,322.6000061035156,55.26995849609375,41.101097106933594
2002-09-20,321.8999938964844,55.28832244873047,40.908695220947266
2002-09-23,323.0,54.836055755615234,41.275169372558594
2002-09-24,325.8999938964844,53.95119857788086,41.54087829589844
2002-09-25,322.20001220703125,55.28832244873047,41.036949157714844
2002-09-26,320.29998779296875,56.19287872314453,40.94074630737305
2002-09-27,319.70001220703125,54.23955535888672,41.247657775878906
2002-09-30,323.8999938964844,53.61033630371094,41.412601470947266
2002-10-01,320.8999938964844,56.18632125854492,40.89895248413086
2002-10-02,321.5,54.50178146362305,41.133453369140625
2002-10-03,321.1000061035156,53.95119857788086,41.03231430053711
2002-10-04,322.1000061035156,52.96144485473633,41.16102600097656
2002-10-07,321.8999938964844,51.86680221557617,41.23006057739258
2002-10-08,318.20001220703125,52.679595947265625,41.24384307861328
2002-10-09,319.6000061035156,51.19169616699219,41.45536804199219
2002-10-10,316.5,52.85000228881836,41.128875732421875
2002-10-11,316.29998779296875,55.163795471191406,40.64143753051758
2002-10-14,317.79998779296875,55.471866607666016,40.581642150878906
2002-10-15,312.6000061035156,58.139583587646484,39.62055587768555
2002-10-16,314.0,56.730342864990234,39.638980865478516
2002-10-17,311.6000061035156,57.857749938964844,39.156124114990234
2002-10-18,312.70001220703125,58.100257873535156,39.2573127746582
2002-10-21,310.8999938964844,59.10313415527344,38.87560272216797
2002-10-22,313.0,58.67705154418945,38.765235900878906
2002-10-23,312.0,59.12276077270508,38.77900314331055
2002-10-24,310.70001220703125,57.91674041748047,39.11931228637695
2002-10-25,313.3999938964844,59.12276077270508,39.26187515258789
2002-10-28,315.20001220703125,58.736087799072266,39.206729888916016
2002-10-29,317.70001220703125,58.05438232421875,39.717140197753906
2002-10-30,316.5,58.618072509765625,39.703311920166016
2002-10-31,318.0,58.02157974243164,39.88270950317383
2002-11-01,318.79998779296875,59.168670654296875,39.715919494628906
2002-11-04,318.29998779296875,59.73234558105469,39.540409088134766
2002-11-05,318.20001220703125,60.204280853271484,39.387969970703125
2002-11-06,317.5,60.984283447265625,39.54503631591797
2002-11-07,320.5,59.489845275878906,40.5242805480957
2002-11-08,321.29998779296875,58.76224899291992,40.85224533081055
2002-11-11,321.20001220703125,57.85120391845703,41.07395553588867
2002-11-12,324.5,58.30998611450195,40.83839797973633
2002-11-13,318.70001220703125,58.36901092529297,40.92619323730469
2002-11-14,317.8999938964844,59.470176696777344,40.07624816894531
2002-11-15,320.70001220703125,59.909339904785156,40.23789596557617
2002-11-18,319.20001220703125,59.306297302246094,40.41804504394531
2002-11-19,318.6000061035156,59.22765350341797,40.565853118896484
2002-11-20,317.3999938964844,60.545135498046875,40.16864776611328
2002-11-21,317.3999938964844,61.67255783081055,39.780609130859375
2002-11-22,320.70001220703125,61.233394622802734,39.74365234375
2002-11-25,317.79998779296875,61.27269744873047,39.669708251953125
2002-11-26,317.70001220703125,60.10599136352539,40.16864776611328
2002-11-27,316.79998779296875,61.79708480834961,39.26325988769531
2002-12-02,317.6000061035156,61.698753356933594,39.55396270751953
2002-12-03,320.20001220703125,60.87290573120117,39.609642028808594
2002-12-04,322.20001220703125,60.59759521484375,39.8138313293457
2002-12-05,324.79998779296875,59.928993225097656,39.9159049987793
2002-12-06,326.29998779296875,60.322235107421875,39.98550796508789
2002-12-09,325.79998779296875,58.66395950317383,40.20825958251953
2002-12-10,323.5,59.45051574707031,40.314945220947266
2002-12-11,324.79998779296875,59.50293731689453,40.58411407470703
2002-12-12,331.3999938964844,59.49641418457031,40.546958923339844
2002-12-13,333.20001220703125,58.55908966064453,40.152523040771484
2002-12-16,337.0,60.07322692871094,39.85092544555664
2002-12-17,337.3999938964844,59.548828125,39.85092544555664
2002-12-18,342.1000061035156,58.860565185546875,40.16183090209961
2002-12-19,345.8999938964844,58.44109344482422,40.51911926269531
2002-12-20,340.5,59.274986267089844,40.546958923339844
2002-12-23,345.1000061035156,59.294742584228516,40.55628967285156
2002-12-24,346.79998779296875,58.85344314575195,40.7836799621582
2002-12-26,348.8999938964844,58.87977981567383,40.862548828125
2002-12-27,349.20001220703125,57.55586242675781,41.3126220703125
2002-12-30,343.3999938964844,58.036659240722656,41.41008377075195
2002-12-31,347.6000061035156,58.11570358276367,41.30561447143555
2003-01-02,346.1000061035156,59.98636245727539,40.23764419555664
2003-01-03,351.20001220703125,60.170806884765625,40.3309211730957
2003-01-06,351.70001220703125,61.23130798339844,40.223690032958984
2003-01-07,347.29998779296875,61.079803466796875,40.36821746826172
2003-01-08,353.8999938964844,60.197139739990234,40.56876754760742
2003-01-09,353.29998779296875,61.13249969482422,39.78996276855469
2003-01-10,354.5,61.29713821411133,39.892520904541016
2003-01-13,354.70001220703125,61.27743148803711,39.95785140991211
2003-01-14,352.0,61.47500228881836,40.09773254394531
2003-01-15,350.70001220703125,60.86241912841797,40.29363250732422
2003-01-16,357.70001220703125,60.612098693847656,40.34957504272461
2003-01-17,356.6000061035156,59.71628952026367,40.55012130737305
2003-01-21,357.29998779296875,58.78755569458008,40.78327560424805
2003-01-22,359.70001220703125,58.07618713378906,40.98383712768555
2003-01-23,364.5,58.431861877441406,40.78327560424805
2003-01-24,368.20001220703125,56.89712142944336,41.02579116821289
